Address,ChildListingUrl,ChildListings,Description,DispensaryName,Email,Facebook,Friday,Instagram,ListingUrl,Listings,Monday,Phone,Saturday,State,StoreUrl,Sunday,Thursday,Tuesday,Twitter,Type,Website,Wednesday,latitude,longitude
,https://weedmaps.com/dispensaries/in/united-states/new-mexico/albuquerque,Albuquerque,,,,,,,https://weedmaps.com/dispensaries/in/united-states/new-mexico,New Mexico,,,,United States,https://weedmaps.com/dispensaries/the-cbd-boutique-albuquerque,,,,,,,,,
,nan,nan,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arkansas/fayetteville,Fayetteville,,,,Arkansas,https://weedmaps.com/dispensaries/the-releaf-center-bentonville,,,,,,,,,
,nan,nan,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arkansas/fayetteville,Fayetteville,,,,Arkansas,https://weedmaps.com/dispensaries/the-source-bentonville,,,,,,,,,
,nan,nan,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arkansas/fayetteville,Fayetteville,,,,Arkansas,https://weedmaps.com/dispensaries/acanza-health-group,,,,,,,,,
,nan,nan,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arkansas/fayetteville,Fayetteville,,,,Arkansas,https://weedmaps.com/dispensaries/purspirit-cannabis-co,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/ohio/akron,Akron,,,,,,,https://weedmaps.com/dispensaries/in/united-states/ohio,Ohio,,,,United States,https://weedmaps.com/dispensaries/harvest-of-ohio-columbus,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/ohio/akron,Akron,,,,,,,https://weedmaps.com/dispensaries/in/united-states/ohio,Ohio,,,,United States,https://weedmaps.com/dispensaries/purlife-dispensary-columbus,,,,,,,,,
,nan,nan,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arkansas/conway,Conway,,,,Arkansas,https://weedmaps.com/dispensaries/harvest-cannabis-dispensary-1,,,,,,,,,
,nan,nan,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arkansas/conway,Conway,,,,Arkansas,https://weedmaps.com/dispensaries/fiddler-s-green,,,,,,,,,
,nan,nan,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arkansas/conway,Conway,,,,Arkansas,https://weedmaps.com/dispensaries/arkansas-natural-products,,,,,,,,,
,nan,nan,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arkansas/conway,Conway,,,,Arkansas,https://weedmaps.com/dispensaries/420-rx,,,,,,,,,
,nan,nan,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arkansas/conway,Conway,,,,Arkansas,https://weedmaps.com/dispensaries/big-fish-of-central-arkansas,,,,,,,,,
,nan,nan,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arkansas/conway,Conway,,,,Arkansas,https://weedmaps.com/dispensaries/plant-family-therapeutics,,,,,,,,,
,nan,nan,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arkansas/little-rock,Little Rock,,,,Arkansas,https://weedmaps.com/dispensaries/native-green-wellness-2,,,,,,,,,
,nan,nan,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arkansas/little-rock,Little Rock,,,,Arkansas,https://weedmaps.com/dispensaries/herbology-little-rock,,,,,,,,,
,nan,nan,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arkansas/little-rock,Little Rock,,,,Arkansas,https://weedmaps.com/dispensaries/natural-state-wellness-dispensary,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/oregon/albany-corvallis,Albany / Corvallis,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oregon,Oregon,,,,United States,https://weedmaps.com/dispensaries/central-organics,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/oregon/albany-corvallis,Albany / Corvallis,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oregon,Oregon,,,,United States,https://weedmaps.com/dispensaries/plantae-health-center-2,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/oregon/albany-corvallis,Albany / Corvallis,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oregon,Oregon,,,,United States,https://weedmaps.com/dispensaries/diamondtree-westside-2,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/oregon/albany-corvallis,Albany / Corvallis,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oregon,Oregon,,,,United States,https://weedmaps.com/dispensaries/plantae-health-center,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/oregon/albany-corvallis,Albany / Corvallis,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oregon,Oregon,,,,United States,https://weedmaps.com/dispensaries/pioneer-cannabis-co,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/oregon/albany-corvallis,Albany / Corvallis,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oregon,Oregon,,,,United States,https://weedmaps.com/dispensaries/madras-resource-center,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/oregon/albany-corvallis,Albany / Corvallis,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oregon,Oregon,,,,United States,https://weedmaps.com/dispensaries/green-knottz-madras,,,,,,,,,
,nan,nan,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arkansas/fort-smith,Fort Smith,,,,Arkansas,https://weedmaps.com/dispensaries/fort-cannabis-co,,,,,,,,,
,nan,nan,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arkansas/fort-smith,Fort Smith,,,,Arkansas,https://weedmaps.com/dispensaries/river-valley-dispensary,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/oklahoma/ardmore,Ardmore,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oklahoma,Oklahoma,,,,United States,https://weedmaps.com/dispensaries/cali-roots-3,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/oklahoma/ardmore,Ardmore,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oklahoma,Oklahoma,,,,United States,https://weedmaps.com/dispensaries/high-society-4,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/oklahoma/ardmore,Ardmore,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oklahoma,Oklahoma,,,,United States,https://weedmaps.com/dispensaries/the-joint-cannabis-club,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/oklahoma/ardmore,Ardmore,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oklahoma,Oklahoma,,,,United States,https://weedmaps.com/dispensaries/electraleaf,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/oklahoma/ardmore,Ardmore,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oklahoma,Oklahoma,,,,United States,https://weedmaps.com/dispensaries/sage-wellness,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/oklahoma/ardmore,Ardmore,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oklahoma,Oklahoma,,,,United States,https://weedmaps.com/dispensaries/living-leaf-dispensary,,,,,,,,,
,nan,nan,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona/casa-grande-maricopa,Casa Grande / Maricopa,,,,Arizona,https://weedmaps.com/dispensaries/leaf-life,,,,,,,,,
,nan,nan,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona/casa-grande-maricopa,Casa Grande / Maricopa,,,,Arizona,https://weedmaps.com/dispensaries/leaf-life-3,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/oklahoma/ardmore,Ardmore,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oklahoma,Oklahoma,,,,United States,https://weedmaps.com/dispensaries/stella-herb,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/oklahoma/ardmore,Ardmore,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oklahoma,Oklahoma,,,,United States,https://weedmaps.com/dispensaries/kissing-clouds-holistic-healing,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/oklahoma/ardmore,Ardmore,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oklahoma,Oklahoma,,,,United States,https://weedmaps.com/dispensaries/cali-roots-nichols-hills,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/oklahoma/ardmore,Ardmore,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oklahoma,Oklahoma,,,,United States,https://weedmaps.com/dispensaries/project-releaf,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/oklahoma/ardmore,Ardmore,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oklahoma,Oklahoma,,,,United States,https://weedmaps.com/dispensaries/steady-eddi-supply-co-portland,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/oklahoma/ardmore,Ardmore,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oklahoma,Oklahoma,,,,United States,https://weedmaps.com/dispensaries/hot-box-lab,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/oklahoma/ardmore,Ardmore,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oklahoma,Oklahoma,,,,United States,https://weedmaps.com/dispensaries/eden-rose-dispensary-2,,,,,,,,,
